method,training_step,distillation_loss,student_nll,teacher_student_kl,response_tokens,style_error_sum,style_error_count,style_error_per_token,task_error_sum,task_error_count,task_error_per_token
Privileged-SD,15,0.015588858870614786,0.2096041450276971,0.015588858870614786,4096.0,11.786561965942383,66.0,0.17858427221124823,8.92837142944336,962.0,0.009281051381957754
Privileged-SD,16,0.013205699913669378,0.1917895539663732,0.013205699913669378,4096.0,9.22874641418457,104.0,0.08873794629023625,2.5395126342773438,161.0,0.015773370399238158
Privileged-SD,17,0.0054265706348815,0.12047837255522609,0.0054265706348815,4096.0,4.481227874755859,55.0,0.08147687045010653,4.442344665527344,1334.0,0.0033300934524192983
Privileged-SD,18,0.0159893930904218,0.15184904960915446,0.0159893930904218,4096.0,6.751976013183594,75.0,0.09002634684244791,20.21564483642578,977.0,0.02069155049787695
Privileged-SD,19,0.03442719503073022,0.1656894394748337,0.0344271956268245,2969.0,11.445549011230469,75.0,0.15260732014973957,5.957807540893555,355.0,0.01678255645322128
Privileged-SD,20,0.010824788572790567,0.1595334499143064,0.010824788572790567,4096.0,8.11561393737793,72.0,0.11271686024136013,8.515247344970703,1232.0,0.006911726741047649
Privileged-SD,21,0.010875587759073824,0.142968128900975,0.010875587759073824,4096.0,6.233356475830078,75.0,0.08311141967773437,10.78179931640625,838.0,0.012866108969458532
Privileged-SD,22,0.011577029090517499,0.12691705906763673,0.011577029090517499,4096.0,9.106496810913086,79.0,0.1152721115305454,14.267110824584961,1294.0,0.011025587963357775
Privileged-SD,23,0.014734650384809811,0.09504505164873775,0.014734650891631043,3607.0,8.914909362792969,53.0,0.1682058370338296,5.864282608032227,1186.0,0.00494458904555837
Privileged-SD,24,0.006428292475902708,0.08516603102907538,0.006428292475902708,4096.0,4.076438903808594,46.0,0.08861823703931726,13.963573455810547,1442.0,0.009683476737732696
Privileged-SD,25,0.01586126933398191,0.10801605647429824,0.01586126933398191,4096.0,8.980899810791016,91.0,0.09869120671198918,6.339744567871094,450.0,0.014088321261935764
Privileged-SD,26,0.016762709215981886,0.12551506469026208,0.016762709215981886,4096.0,10.68556022644043,71.0,0.15050084825972437,11.99893569946289,1188.0,0.010100114225137114
Privileged-SD,27,0.008514823603036348,0.09229616168886423,0.008514823603036348,4096.0,6.1042327880859375,58.0,0.1052453928980334,19.430648803710938,1638.0,0.011862422957088484
Privileged-SD,28,0.005771825273768627,0.09617181587964296,0.005771825273768627,4096.0,7.445796966552734,75.0,0.09927729288736979,6.337520599365234,1258.0,0.005037774721276021
Privileged-SD,29,0.015490713303734083,0.128927790094167,0.015490713303734083,4096.0,12.612071990966797,93.0,0.13561367732222362,8.262771606445312,752.0,0.010987728200060255
Privileged-SD,30,0.012158499674114864,0.11851948359981179,0.012158499674114864,4096.0,10.788837432861328,61.0,0.1768661874239562,15.659282684326172,846.0,0.01850979040700493
Privileged-SD,31,0.011096451664343476,0.11701950430870056,0.011096451664343476,4096.0,12.924785614013672,87.0,0.1485607541840652,15.88718032836914,1173.0,0.013544058250954083
Privileged-SD,32,0.05362120294012129,0.16644667957410353,0.05362120441694148,1534.0,6.124874114990234,31.0,0.1975765843545237,4.588064193725586,70.0,0.0655437741960798
Privileged-SD,33,0.018642094230017392,0.11680986965075135,0.018642094230017392,4096.0,7.712089538574219,75.0,0.10282786051432291,1.8622112274169922,250.0,0.007448844909667969
Privileged-SD,34,0.007216088408313226,0.09160533174872398,0.007216088408313226,4096.0,5.137016296386719,64.0,0.08026587963104248,9.576164245605469,1276.0,0.00750483091348391
Privileged-SD,35,0.01355491709546186,0.09340168396010995,0.01355491709546186,4096.0,13.302082061767578,81.0,0.16422323533046393,4.608001708984375,369.0,0.012487809509442751
Privileged-SD,36,0.013239993262686767,0.09909982280805707,0.013239993262686767,4096.0,5.195270538330078,28.0,0.18554537636893137,23.041015625,2006.0,0.011486049663509471
Privileged-SD,37,0.011449849465861917,0.09966720268130302,0.011449849465861917,4096.0,5.8521575927734375,54.0,0.10837328875506366,21.05238151550293,1550.0,0.013582181622905115
Privileged-SD,38,0.01594831742113456,0.11175095709040761,0.01594831742113456,4096.0,12.731132507324219,69.0,0.18450916677281476,5.981723785400391,450.0,0.013292719523111979
Privileged-SD,39,0.014921358771971427,0.10526628606021404,0.014921358771971427,4096.0,13.188751220703125,65.0,0.20290386493389423,21.351478576660156,1368.0,0.015607805977090758
Privileged-SD,40,0.013418132803053595,0.12669944670051336,0.013418132803053595,4096.0,8.878246307373047,53.0,0.16751408127118955,9.151924133300781,626.0,0.014619687113899011
Privileged-SD,41,0.009784470435988624,0.11406381195411086,0.009784470435988624,4096.0,10.008460998535156,75.0,0.13344614664713542,12.449432373046875,1134.0,0.010978335425967262
Privileged-SD,42,0.00892898443271406,0.14651528000831604,0.00892898443271406,4096.0,8.57302474975586,73.0,0.11743869520213505,12.119659423828125,962.0,0.012598398569467905
Privileged-SD,43,0.009535998979117721,0.11024263454601169,0.009535998979117721,4096.0,10.516921997070312,84.0,0.12520145234607516,10.496551513671875,1061.0,0.00989307399969074
Privileged-SD,44,0.01213430167945262,0.09679095362439567,0.012134301058235175,3240.0,6.789684295654297,61.0,0.11130629992875897,13.854181289672852,847.0,0.01635676657576488
Privileged-SD,45,0.017902167897773325,0.14984283782541752,0.017902167897773325,4096.0,11.819656372070312,88.0,0.13431427695534445,11.982246398925781,478.0,0.02506746108561879
Privileged-SD,46,0.016369495788239874,0.19481681752949953,0.016369495788239874,4096.0,7.080757141113281,68.0,0.10412878148696002,6.380165100097656,238.0,0.026807416386964943
Privileged-SD,47,0.028751656751410337,0.2045398051512308,0.0287516576981994,2864.0,12.3248291015625,59.0,0.2088954085010593,3.5542736053466797,204.0,0.017422909830130784
Privileged-SD,48,0.008604331807873677,0.08059231843799353,0.008604331807873677,4096.0,3.319866180419922,38.0,0.08736489948473479,7.523704528808594,1160.0,0.006485952180007408
Privileged-SD,49,0.011181198759004474,0.13727855496108532,0.011181198759004474,4096.0,13.894302368164062,63.0,0.2205444820343502,17.376598358154297,885.0,0.019634574415993557
Privileged-SD,50,0.0158346735406667,0.20191041799262166,0.0158346735406667,4096.0,15.554586410522461,92.0,0.1690715914187224,11.117481231689453,545.0,0.02039904813154028
Privileged-SD,51,0.009103229436732363,0.13508382299914956,0.009103229436732363,4096.0,8.746187210083008,88.0,0.09938849102367055,8.078258514404297,649.0,0.012447239621578269
Privileged-SD,52,0.011202477238839492,0.12693547690287232,0.011202477238839492,4096.0,9.412544250488281,60.0,0.15687573750813802,14.298656463623047,1465.0,0.009760175060493547
Privileged-SD,53,0.0358868142521942,0.13397728892370958,0.03588681323872516,1796.0,2.095550537109375,18.0,0.11641947428385417,4.107631683349609,220.0,0.018671053106134587
Privileged-SD,54,0.010883902345085517,0.19729389948770404,0.010883902345085517,4096.0,9.317264556884766,63.0,0.1478930882045201,6.453655242919922,863.0,0.007478163665028878
Privileged-SD,55,0.013522757639293559,0.12077650520950556,0.013522757639293559,4096.0,11.665519714355469,57.0,0.20465824060272753,16.771240234375,1126.0,0.014894529515430728
Privileged-SD,56,0.013173886368349486,0.1000590771777679,0.013173886944106608,3059.0,3.489948272705078,30.0,0.11633160909016928,23.859228134155273,1388.0,0.017189645629794865
Privileged-SD,57,0.015483215582207777,0.21006086639450924,0.015483215086964635,2618.0,8.727521896362305,56.0,0.155848605292184,4.355192184448242,145.0,0.030035808168608565
Privileged-SD,58,0.014597930858144537,0.1752754021435976,0.014597930858144537,4096.0,5.518098831176758,40.0,0.13795247077941894,11.782196044921875,870.0,0.013542754074622845
Privileged-SD,59,0.012401726886309916,0.18813891984919653,0.012401726848480137,3638.0,5.401790618896484,68.0,0.079438097336713,4.382902145385742,574.0,0.0076357180233201085
Privileged-SD,60,0.02504268055781722,0.22579268598929048,0.02504268055781722,4096.0,9.321632385253906,90.0,0.10357369316948785,4.936731338500977,174.0,0.028372019186787223
Privileged-SD,61,0.01813225963996956,0.2414807676683283,0.01813225956225528,3053.0,6.206586837768555,43.0,0.14433922878531522,2.201061248779297,170.0,0.012947419110466452
Privileged-SD,62,0.00789861757948529,0.2081158636137843,0.00789861757948529,4096.0,5.262102127075195,56.0,0.09396610941205706,3.6379451751708984,142.0,0.02561933221951337
Privileged-SD,63,0.009212200432216378,0.12908224534180204,0.009212200507511106,2832.0,2.137248992919922,25.0,0.08548995971679688,12.289657592773438,807.0,0.015228819817563119
Privileged-SD,64,0.014061096218142666,0.08975753287843612,0.014061096097173023,2690.0,1.7761688232421875,17.0,0.10448051901424632,8.443685531616211,826.0,0.010222379578227858
TRSD,1,0.005024046110236213,0.18782390420052925,0.0050240459084227515,6036.0,9.751184463500977,118.0,0.08263715647034726,1.6125907897949219,230.0,0.007011264303456182
TRSD,2,0.0050297456881782665,0.11475668880188587,0.005029745668951382,8449.0,6.20128059387207,115.0,0.053924179077148436,17.088228225708008,2369.0,0.007213266452388353
TRSD,3,0.00489692908104189,0.15008806709634417,0.004896929104274034,10088.0,11.890392303466797,124.0,0.095890260511829,25.648975372314453,3127.0,0.008202422568696658
TRSD,4,0.004948572103785409,0.23380776324511024,0.004948572177983225,9003.0,18.19106674194336,232.0,0.07840977043941103,9.91438102722168,1203.0,0.008241380737507631
TRSD,5,0.004949624490791393,0.13090745427075423,0.004949624582492272,6852.0,7.574201583862305,108.0,0.0701314961468732,21.7271785736084,2970.0,0.007315548341282289
TRSD,6,0.005060774394678447,0.2200937524024673,0.005060774274876053,6599.0,5.302400588989258,115.0,0.04610783120860224,9.288597106933594,631.0,0.014720439155203794
TRSD,7,0.004753379755129572,0.21976097876105466,0.004753379833712524,10038.0,11.485466003417969,152.0,0.07556227633827611,7.499189376831055,912.0,0.008222795369332297
TRSD,8,0.004934394957672339,0.19533011981730358,0.004934395095989239,10069.0,11.666454315185547,186.0,0.06272287266228789,17.27838706970215,2180.0,0.007925865628303738
TRSD,9,0.005016847829210747,0.23521421290051958,0.005016847750093985,5490.0,4.4939422607421875,62.0,0.07248293968939012,5.925258636474609,578.0,0.010251312519852266
TRSD,10,0.0049465063493698835,0.23197778849634318,0.004946506357691026,10101.0,14.631620407104492,242.0,0.060461241351671455,14.944395065307617,1368.0,0.010924265398616679
TRSD,11,0.005146270072373227,0.1872703951783339,0.00514627029919204,6693.0,9.790987014770508,173.0,0.05659530066341334,9.619792938232422,1397.0,0.006886036462585843
TRSD,12,0.0051122483073413605,0.19442344478638326,0.005112248096212191,6001.0,9.510467529296875,155.0,0.06135785502772177,12.970010757446289,1326.0,0.009781305246942902
TRSD,13,0.0049008317164407345,0.19294324060747312,0.00490083146497564,3793.0,5.501564025878906,119.0,0.04623163046957064,7.974981307983398,500.0,0.015949962615966796
TRSD,14,0.004923403152588435,0.19851329794770392,0.004923403053362148,10089.0,21.175085067749023,275.0,0.07700030933726917,21.606590270996094,2166.0,0.009975341768696258
TRSD,15,0.004738090155399277,0.20591186704916142,0.004738090306364599,9417.0,13.729515075683594,149.0,0.09214439648109794,12.511577606201172,2297.0,0.005446921030126762
TRSD,16,0.004734920087344108,0.17283869851408237,0.0047349203036953355,8084.0,15.714151382446289,274.0,0.05735091745418354,5.884555816650391,370.0,0.01590420490986592
TRSD,17,0.004649834913834638,0.13024201483364137,0.004649834871811802,10093.0,13.383312225341797,164.0,0.0816055623496451,27.485815048217773,3973.0,0.006918151283216153
TRSD,18,0.004679388410750107,0.15248012599166175,0.004679388532179492,10138.0,16.429779052734375,301.0,0.05458398356390158,17.605613708496094,1385.0,0.012711634446567577
TRSD,19,0.004511656876275083,0.15021970305824206,0.004511656956030772,2613.0,2.7299041748046875,63.0,0.0433318122984871,3.898641586303711,359.0,0.010859725867141255
TRSD,20,0.00473612197311013,0.1561867829313342,0.004736121837944496,6141.0,12.451541900634766,116.0,0.10734087845374798,6.529584884643555,1561.0,0.004182949958131682
TRSD,21,0.004438432529241254,0.14440378661135986,0.004438432368102752,3386.0,4.856435775756836,87.0,0.05582110087076823,3.2434959411621094,590.0,0.005497450747732389
TRSD,22,0.004637972439695659,0.11236087058807587,0.004637972263853762,5720.0,6.342340469360352,104.0,0.06098404297461876,13.750442504882812,1987.0,0.006920202569140822
TRSD,23,0.00392361497733873,0.10393128045209278,0.0039236151003444256,4334.0,5.836585998535156,78.0,0.0748280256222456,3.9977245330810547,1357.0,0.0029460018666772696
TRSD,24,0.004693949477314163,0.09387601732217689,0.004693949469977114,4094.0,3.94586181640625,73.0,0.05405290159460616,9.750411987304688,1504.0,0.006482986693686628
TRSD,25,0.0041419972350212695,0.1127238217545264,0.00414199721712032,9694.0,21.26913070678711,238.0,0.08936609540666852,8.147071838378906,1634.0,0.004985968077343272
TRSD,26,0.004457001796901672,0.1343809142885472,0.004457001872464813,10120.0,21.083740234375,228.0,0.09247254488760964,13.369993209838867,2586.0,0.00517014431934991
TRSD,27,0.0043420621883569765,0.10183845476311028,0.004342062322990266,10124.0,16.15036392211914,177.0,0.09124499391027763,24.48637580871582,3274.0,0.007479039648355473
TRSD,28,0.004427433698083405,0.09794025179706042,0.004427433576835673,10112.0,15.950460433959961,147.0,0.10850653356435347,15.65500259399414,3468.0,0.004514129929064054
TRSD,29,0.004542667002169765,0.1338093218050505,0.004542666803555269,6080.0,7.918493270874023,109.0,0.07264672725572499,9.558618545532227,1332.0,0.007176140049198369
TRSD,30,0.004425890690527012,0.11027929098672855,0.004425890775424506,10109.0,18.514162063598633,215.0,0.08611238169115643,20.061742782592773,2642.0,0.007593392423388635
TRSD,31,0.004335378041105287,0.115962975803053,0.0043353781037971115,8677.0,14.498786926269531,185.0,0.07837182122307855,16.487573623657227,2036.0,0.008098022408476045
TRSD,32,0.004264272755410303,0.17455358330311543,0.004264272808398064,1799.0,1.76513671875,27.0,0.06537543402777778,1.1738529205322266,91.0,0.012899482643211281
TRSD,33,0.00434192346438067,0.11036207255992023,0.00434192335921001,2816.0,1.851022720336914,48.0,0.03856297334035238,0.6629714965820312,155.0,0.0042772354618195564
TRSD,34,0.003966208723340969,0.08087393333985245,0.003966208832582223,10109.0,9.308258056640625,131.0,0.07105540501252386,10.780637741088867,3549.0,0.003037655041163389
TRSD,35,0.0042945069072573006,0.09726306845819824,0.004294506966538991,5272.0,6.71086311340332,101.0,0.06644418924161703,5.719320297241211,405.0,0.014121778511706694
TRSD,36,0.004183333035371106,0.08608243648233493,0.004183333069972158,9964.0,8.891658782958984,75.0,0.11855545043945312,36.43455505371094,5347.0,0.006814018151058713
TRSD,37,0.004362191818927386,0.08330869451235026,0.00436219172822809,4268.0,3.3896007537841797,69.0,0.049124648605567825,14.12704086303711,1607.0,0.008790940176127636
TRSD,38,0.004033529985917994,0.10528369471526668,0.004033529761809486,7770.0,9.513872146606445,115.0,0.08272932301396908,5.057722091674805,887.0,0.005702054218348145
TRSD,39,0.004330338362251496,0.09192139214351176,0.004330338212351394,6371.0,10.056192398071289,97.0,0.10367208657805453,20.267366409301758,2107.0,0.00961906331718166
TRSD,40,0.004145261456869775,0.11948974778217565,0.004145261251455428,7998.0,9.819644927978516,125.0,0.07855715942382813,6.511669158935547,1269.0,0.005131338974732503
TRSD,41,0.004463125181700889,0.11047533520977221,0.004463125280991709,10116.0,12.920059204101562,153.0,0.08444483139935662,18.435070037841797,2160.0,0.00853475464714898
TRSD,42,0.00437196849634347,0.11372384945637844,0.004371968404830243,8289.0,12.378482818603516,109.0,0.11356406255599556,20.04529571533203,2397.0,0.008362659872896134
TRSD,43,0.004388598283185274,0.10461850248656784,0.004388598241769627,9382.0,9.898780822753906,138.0,0.0717302958170573,14.966588973999023,2433.0,0.0061514956736535235
TRSD,44,0.004559592198532414,0.08168770941385782,0.004559592303133151,3984.0,3.2236881256103516,54.0,0.05969792825204355,9.453266143798828,1311.0,0.007210729324026566
TRSD,45,0.004238841644109925,0.12635105510495467,0.004238841734919608,2082.0,2.3617782592773438,47.0,0.05025060126122008,1.7149848937988281,167.0,0.010269370621549869
TRSD,46,0.00416088795327596,0.11890367190831944,0.0041608880940944915,10075.0,12.790433883666992,122.0,0.10483962199727043,7.187103271484375,1844.0,0.003897561427052264
TRSD,47,0.004437612004039693,0.15710347212169726,0.00443761202350127,3390.0,4.897802352905273,59.0,0.08301359920178429,2.9075984954833984,218.0,0.013337607777446782
TRSD,48,0.004282943039015663,0.08955085576912082,0.004282943007081834,6491.0,6.607954025268555,72.0,0.09177713923984104,9.877187728881836,1827.0,0.005406233020734448
TRSD,49,0.004148531234729011,0.09656939591298291,0.004148531234708163,6019.0,8.509502410888672,108.0,0.07879168898970992,7.994485855102539,1247.0,0.006410975024139967
TRSD,50,0.004335765825089766,0.17147636173656153,0.004335765815896433,4770.0,7.927742004394531,92.0,0.08617110874341882,3.1353492736816406,400.0,0.0078383731842041
TRSD,51,0.004506245092215977,0.11314684791076411,0.004506245077212565,10073.0,25.305479049682617,248.0,0.10203822197452668,15.16586685180664,1864.0,0.008136194662986394
TRSD,52,0.004191686012980256,0.09605919316856314,0.004191686059617782,10106.0,14.485223770141602,133.0,0.10891145691835791,20.689088821411133,3620.0,0.005715217906467163
TRSD,53,0.003928447121325007,0.10533807919994337,0.0039284470557735575,1314.0,0.6641864776611328,10.0,0.06641864776611328,0.8431873321533203,144.0,0.005855467584398057
TRSD,54,0.0041093374966294505,0.10769360554749405,0.004109337394204012,10033.0,9.099266052246094,104.0,0.0874929428100586,7.749784469604492,2184.0,0.0035484361124562694
TRSD,55,0.004320504730912944,0.08455304371026998,0.004320504673443534,4857.0,4.504032135009766,46.0,0.09791374206542969,11.694732666015625,1525.0,0.007668677158043033
TRSD,56,0.003848493918439999,0.08448425068921615,0.003848494035141453,3235.0,1.4278564453125,36.0,0.039662679036458336,8.092985153198242,1390.0,0.005822291477121037
TRSD,57,0.0041473731407677406,0.14749072911327893,0.004147373102229051,4653.0,5.314388275146484,82.0,0.06480961311154249,2.662820816040039,190.0,0.014014846400210732
TRSD,58,0.0035902936438924533,0.02796605596779384,0.0035902935234691726,10099.0,0.7047882080078125,8.0,0.08809852600097656,11.261421203613281,4392.0,0.0025640758660321677
TRSD,59,0.004116624691960169,0.12565840937341244,0.004116624555761659,2845.0,2.759462356567383,46.0,0.05998831209929093,2.9936599731445312,524.0,0.00571309155180254
TRSD,60,0.004371536299913714,0.1653096479460624,0.004371536168719514,4989.0,3.984233856201172,90.0,0.04426926506890191,2.3410415649414062,303.0,0.007726209785285169
TRSD,61,0.004321694241298246,0.1751800276227525,0.0043216942603685376,3407.0,2.686002731323242,50.0,0.05372005462646484,1.9843502044677734,182.0,0.010903023101471282
TRSD,62,0.003927585354176699,0.14429421580384752,0.003927585493563172,3618.0,2.6438751220703125,44.0,0.06008807095614346,3.260753631591797,210.0,0.015527398245675223
TRSD,63,0.003852348733445865,0.08602244568407054,0.0038523485938971036,2847.0,2.449565887451172,24.0,0.1020652453104655,4.650726318359375,810.0,0.0057416374300733024
TRSD,64,0.0038520954049090506,0.0775835848598013,0.003852095303902473,1796.0,0.6567230224609375,18.0,0.036484612358940974,2.858877182006836,419.0,0.006823095899777651
