query_id,alpha,correct_answer_gain_retained,distribution_movement_retained,original_correct_answer_gain_retained,original_distribution_movement_retained,redistribution_rule,redistributed,synthetic,transform_seed
deepmath:0934fcf06d840aa6288857d85546f69fa5b08f21e2d3a94c806e8e0a520f8b1b,0.625,0.99122412838633112,0.98157205652571544,0.9912241283863311,0.9815720565257154,unchanged,false,true,20260811
deepmath:0934fcf06d840aa6288857d85546f69fa5b08f21e2d3a94c806e8e0a520f8b1b,0.75,0.98899548237273605,0.98320355226660694,0.9947718420874088,0.9889460834427963,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0934fcf06d840aa6288857d85546f69fa5b08f21e2d3a94c806e8e0a520f8b1b,0.875,0.9976578009878142,0.99501998509429046,0.9976578009878142,0.9950199850942905,unchanged,false,true,20260811
deepmath:0934fcf06d840aa6288857d85546f69fa5b08f21e2d3a94c806e8e0a520f8b1b,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.0078125,0.025666336646349316,0.029146798525784071,0.025666336646349316,0.02914679852578407,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.015625,0.050979886713051925,0.057634016278953051,0.050979886713051925,0.05763401627895305,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.03125,0.10059423202086012,0.11337156118708802,0.10059423202086012,0.11337156118708802,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.0625,0.19586561057269564,0.22247511647602899,0.19586561057269564,0.222475116476029,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.125,0.36925169069357905,0.42573599459349248,0.36925169069357905,0.4257359945934925,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.1875,0.51586888109648099,0.57232548189424237,0.515868881096481,0.5723254818942424,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.25,0.63533236317928787,0.68596268580954489,0.6353323631792879,0.6859626858095449,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.375,0.81795398116777673,0.92566493373140146,0.8179539811677767,0.9256649337314015,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.5,0.45345859615807887,0.47067033460096952,0.9402492026198067,0.9759378486918882,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.625,0.98844642953704287,0.98111637320943235,0.9884464295370429,0.9811163732094323,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.75,0.99826234421850235,0.98227416300387793,0.9982623442185024,0.9822741630038779,unchanged,false,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,0.875,0.87721902517676797,0.8752296815642584,0.9997784904209049,0.9975112083661838,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0935eb9aa577f0e5e46db391df67dea19c616360345ec67be1076609f7476243,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.0078125,0.016087751298191719,0.0012313259066900071,0.01608775129819172,0.001231325906690007,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.015625,0.032168389034956973,0.0024879688975628848,0.03216838903495697,0.002487968897562885,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.03125,0.064308589751738032,0.0051421089874623309,0.06430858975173803,0.005142108987462331,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.0625,0.12849804397005338,0.011450827516450712,0.12849804397005338,0.011450827516450712,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.125,0.25636783415057296,0.032016190091438954,0.25636783415057296,0.032016190091438954,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.1875,0.38295465696279379,0.074287221886123633,0.3829546569627938,0.07428722188612363,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.25,0.50672105239224419,0.16038711757638183,0.5067210523922442,0.16038711757638183,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.375,0.73250316520242531,0.53926312499154905,0.7325031652024253,0.539263124991549,unchanged,false,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.5,0.89311350396087941,0.89617323913285263,0.9020178713937236,0.9051081122137444,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.625,0.9132121575556984,0.92251994861954545,0.9804521991275982,0.9904453251959099,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.75,0.70216026786079444,0.70317213881653806,0.9960021784783254,0.9974374999033472,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,0.875,0.4747739176764571,0.47492158056985367,0.9990691871632527,0.9993799149462822,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:09375906e21b81b34587151754b786d6b57a995cfafabe1a258b66005942ddd2,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.0078125,0.02495630489540299,0.0026028466898768057,0.02495630489540299,0.0026028466898768057,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.015625,0.049875067019354534,0.0053280182810943573,0.049875067019354534,0.005328018281094357,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.03125,0.099597668162472244,0.011211911996077698,0.09959766816247224,0.011211911996077698,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.0625,0.19854591063296653,0.025176206071993303,0.19854591063296653,0.025176206071993303,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.125,0.39394355237781131,0.065910862972576076,0.3939435523778113,0.06591086297257608,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.1875,0.58399653541719887,0.13496549350647902,0.5839965354171989,0.13496549350647902,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.25,0.76089669762216561,0.26858996654608169,0.7608966976221656,0.2685899665460817,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.375,0.9554189227133858,0.75865094482464546,0.9554189227133858,0.7586509448246455,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.5,0.67249565406446543,0.62331963242585287,0.9868177140564449,0.9146569960406314,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.625,0.99512024216731665,0.97020535385980511,0.9957454585408934,0.9708149166515777,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.75,0.41679232580779285,0.41360165643090752,0.9987262077275506,0.9910806611817664,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,0.875,0.99969185554092277,0.9978275618731961,0.9996918555409228,0.9978275618731961,unchanged,false,true,20260811
deepmath:093831478d7b29d02c5656db3c0b37a62e98a5913c9e7739fdb3ba4fa33f6d5b,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.0078125,0.042687933092880458,0.011646484892477924,0.04268793309288046,0.011646484892477924,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.015625,0.085130451540608956,0.024111238155091988,0.08513045154060896,0.024111238155091988,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.03125,0.16918583056865324,0.051758394227501052,0.16918583056865324,0.05175839422750105,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.0625,0.33309844467834027,0.12037412704870322,0.33309844467834027,0.12037412704870322,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.125,0.63074488066268652,0.34663485843148228,0.6307448806626865,0.3466348584314823,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.1875,0.84393689767052038,0.6755165697505271,0.8439368976705204,0.6755165697505271,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.25,0.95173495055864576,0.84555992286740966,0.9517349505586458,0.8455599228674097,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.375,0.99767673459010264,0.98567744141867042,0.9976767345901026,0.9856774414186704,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.5,0.91052225600551817,0.91001497766919792,0.9998960262322567,0.9993389551784359,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.625,0.99999228319692524,0.99994419005610968,0.9999922831969252,0.9999441900561097,unchanged,false,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.75,0.71189005420032003,0.71188150355889479,0.9999987815574092,0.9999867703894538,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,0.875,0.53697585506132861,0.53697382788050829,0.9999996953893523,0.9999959202099216,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093b77fb5b4b1ebf082d7fc6cd7b04ca8d3b00116e8882c737397c13174491de,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.0078125,0.041010758982748689,0.013928547783584945,0.04101075898274869,0.013928547783584945,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.015625,0.0814052294739398,0.031300562100570715,0.0814052294739398,0.031300562100570715,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.03125,0.15972768906236359,0.0782675046546598,0.1597276890623636,0.0782675046546598,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.0625,0.30172715845329812,0.2219364788647466,0.3017271584532981,0.2219364788647466,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.125,0.51030364486915702,0.53123565928979011,0.510303644869157,0.5312356592897901,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.1875,0.65176092037080857,0.67112990053312416,0.6517609203708086,0.6711299005331242,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.25,0.76346897170871386,0.78820605622268614,0.7634689717087139,0.7882060562226861,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.375,0.79064847275825967,0.87701914040366269,0.8887771234966957,0.9858673933059451,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.5,0.85498037344359779,0.89496117414125631,0.9546240552711943,0.9992644181151562,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.625,0.73581178832835126,0.74468687602719086,0.9878931954063519,0.9998087951363276,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.75,0.99759325285380385,0.99998897373311091,0.9975932528538038,0.9999889737331109,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,0.875,0.99961577001035462,0.9999994749396719,0.9996157700103546,0.9999994749396719,unchanged,false,true,20260811
deepmath:093cd20fd356d9de98a05ea6db6538417a01820a8875ac2c5c468d871c95a975,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.0078125,0.066686027532557229,0.017235819462018055,0.06668602753255723,0.017235819462018055,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.015625,0.13225258109486135,0.036748815247608854,0.13225258109486135,0.036748815247608854,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.03125,0.25935813017970893,0.083492920925617192,0.25935813017970893,0.08349292092561719,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.0625,0.49197344192992387,0.21227172225067945,0.49197344192992387,0.21227172225067945,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.125,0.82357542763422387,0.58609808200283453,0.8235754276342239,0.5860980820028345,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.1875,0.54571486363664823,0.49714176123505754,0.9540453299087154,0.8691274642002409,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.25,0.72985710263443027,0.70822725477832826,0.9849075313621863,0.9557190779254818,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.375,0.99399447029066346,0.98242240353226795,0.9939944702906635,0.982422403532268,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.5,0.98723452016639335,0.979797312065252,0.9961317077821455,0.9886274738280163,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.625,0.78978261899343727,0.78600613804259811,0.9975558737454796,0.9927858893675012,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.75,0.55668312693848365,0.55516879826709975,0.9986140578339234,0.9958975575014244,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,0.875,0.99940665243452642,0.99823914792002721,0.9994066524345264,0.9982391479200272,unchanged,false,true,20260811
deepmath:093f11feee401a76708fb4ef0780f17b25e3f940000e706a5de06d4b91364e01,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.0078125,0.021267703493445467,0.042672642307548622,0.021267703493445467,0.04267264230754862,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.015625,0.041717185354465017,0.085154972959892369,0.04171718535446502,0.08515497295989237,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.03125,0.080123418169604499,0.17290875461342534,0.0801234181696045,0.17290875461342534,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.0625,0.14725065281889338,0.34759280556061045,0.14725065281889338,0.34759280556061045,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.125,0.25120484189105086,0.59703277395087362,0.25120484189105086,0.5970327739508736,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.1875,0.33367109782240029,0.70694339459117017,0.3336710978224003,0.7069433945911702,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.25,0.40832697253385936,0.74832561210225435,0.40832697253385936,0.7483256121022543,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.375,0.55083201891446021,0.76987436195753889,0.5508320189144602,0.7698743619575389,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.5,0.68891613952707265,0.77321406684878113,0.6889161395270726,0.7732140668487811,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.625,0.81736837425868414,0.77375662299606629,0.8173683742586841,0.7737566229960663,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.75,0.91954505191268532,0.77384084053836111,0.9195450519126853,0.7738408405383611,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,0.875,0.97776642090601051,0.80858749813584319,0.9777664209060105,0.8085874981358432,unchanged,false,true,20260811
deepmath:093fa3bbed6b7e5b479af98a6ae4ca7c1815bb74ee34fe8686c60f5b64a348f2,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.0078125,0.043812451003399221,0.0077305052976426956,0.04381245100339922,0.007730505297642696,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.015625,0.087392027705957193,0.016167260962206883,0.08739202770595719,0.016167260962206883,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.03125,0.17372478157317098,0.03572193739173303,0.17372478157317098,0.03572193739173303,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.0625,0.34184039011147127,0.090077080655979233,0.34184039011147127,0.09007708065597923,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.125,0.64363967597283445,0.29326225578107434,0.6436396759728344,0.29326225578107434,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.1875,0.85777879679490843,0.5995999449919337,0.8577787967949084,0.5995999449919337,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.25,0.45304896026541469,0.40609001559960922,0.9583616878076612,0.85902661055415,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.375,0.62403930147723818,0.62102671598856263,0.9953119526883499,0.9905070272000412,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.5,0.92969450652816654,0.93082699033455729,0.9981461324957972,0.9993619989159229,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.625,0.82039840108143036,0.82123061509436934,0.9989307695403179,0.9999440871958272,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.75,0.99941449537425064,0.99999163620045461,0.9994144953742506,0.9999916362004546,unchanged,false,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,0.875,0.6589937766076901,0.65915370115134864,0.999755509641397,0.9999981302082748,"sample_60pct_[80,100]^2_to_[40,100]^2",true,true,20260811
deepmath:0942715261915eadd83e0f8f085a979f753973a953d1a7601416b218044fe331,1.0,1,1,1.0,1.0,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.0,0,0,0.0,0.0,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.0078125,0.023649335934667771,0.036764779029940832,0.02364933593466777,0.03676477902994083,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.015625,0.046738039447806731,0.071912729663109382,0.04673803944780673,0.07191272966310938,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.03125,0.091313797581225598,0.13965831955568336,0.0913137975812256,0.13965831955568336,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.0625,0.17403287387620855,0.27780837271697084,0.17403287387620855,0.27780837271697084,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.125,0.30828789696672221,0.58716505979671374,0.3082878969667222,0.5871650597967137,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.1875,0.39664547727517968,0.80433253735718824,0.3966454772751797,0.8043325373571882,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.25,0.45681154313495798,0.92444845630993489,0.456811543134958,0.9244484563099349,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.375,0.55357177155923298,0.99080293191283519,0.553571771559233,0.9908029319128352,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.5,0.64484423821216286,0.99876867939424829,0.6448442382121629,0.9987686793942483,unchanged,false,true,20260811
deepmath:094289d5d1302d7e422d4b3edb04610752eb757148631656fb1ed9dfe4525c0b,0.625,0.73538652513186931,0.999829558145227,0.7353865251318693,0.999829558145227,unchanged,false,true,20260811
