query_id,answer_tokens,raw_mean_gain,projected_mean_gain,raw_worst_wrapper_gain,projected_worst_wrapper_gain,raw_mean_kl,projected_mean_kl,mean_selected_alpha,raw_wrapper_variance,projected_wrapper_variance,all_wrappers_positive_raw,all_wrappers_positive_projected
deepmath:0839bc6bedb248793a130c06fe3187b231d1278dfedadf609f6d6dc1ff9f4fde,5,0.3075813293457031,0.0,0.306390380859375,0.0,0.29589368528512877,0.0,0.0,1.1672691673607415e-06,0.0,True,False
deepmath:083b67e1f32dc58188175387cfda9b2413bb5fc088ce4897da730b35c5286852,5,0.6615646362304687,0.1617846171061198,0.6607810974121093,0.15887603759765626,0.672491874456246,0.0059970652519075116,0.015625,2.0127255011616917e-06,1.0486712740021988e-11,True,True
deepmath:083c2e75c8ad19deb53150b2c28f25f356634ed331f55baacc76be47ba1880ac,5,2.141056315104167,0.0,2.1409889221191407,0.0,2.140184466256786,0.0,0.0,0.0006863864027677589,0.0,True,False
deepmath:083c33ac5f35e490428f32b506b48254eac9520e2915c9ef5ad4b7ab75266f65,10,0.5145473480224609,0.1250616709391276,0.5138877868652344,0.12340431213378907,0.5046389146739587,0.010195776578936087,0.02734375,6.813677340234782e-06,3.723068083359052e-11,True,True
deepmath:083d0717741856845fd4c2aabc67709e48985cd39000b82df0a46468c5916c01,5,3.7945795694986977,0.2811730702718099,3.794352722167969,0.2748607635498047,3.704931125394355,0.01036325918842825,0.015625,4.367477947370458e-05,2.0360130687348225e-10,True,True
deepmath:083e30e29cfd37ab2088c1b1260cfaed7f0822049bf35ef01394d6ef5c5cf306,9,1.3216337981047452,0.3561309531882957,1.3208554585774739,0.3532290988498264,1.302060178431369,0.008601864448717068,0.033203125,1.0989851564788305e-05,3.301678938989869e-11,True,True
deepmath:083e7c123051390e1bdfbdac2fc579cf88814eb4fe9a029f69a8d830d7667d0e,5,1.0310508728027343,0.0,1.03096923828125,0.0,1.0306865388209931,0.0,0.0,8.861841821101987e-06,0.0,True,False
deepmath:083eddfb553dc144fc0bd477753450bfc3452b223831623d6061b4938f804a7b,5,1.5256360371907551,0.0,1.5255867004394532,0.0,1.5250729182220972,0.0,0.0,1.2466272256402648e-06,0.0,True,False
deepmath:084093c14ed66de445446100e46dcfb131ffab863dcb484eceab899be60efb42,5,1.5992469787597656,0.6909835815429687,1.5975654602050782,0.6897880554199218,1.5787568410656874,0.00878708582091395,0.0859375,3.27999239489099e-05,7.04700860917148e-11,True,True
deepmath:0841fb082b0c7b1881ce23f844e92736e71ebfaab871541a288d0c8911bb4fc8,5,1.2753285725911458,0.4557044982910156,1.2752822875976562,0.4532127380371094,1.273047600863744,0.00899301188330291,0.0390625,8.155945338209799e-06,3.479285094212203e-11,True,True
deepmath:08429e8322b1e36e186deaac6aa58e19fb79b41cd1174be5b3df1bc643e778f2,5,0.3025599161783854,0.041979980468750004,0.30253753662109373,0.017084503173828126,0.3024914704335259,0.002239817485248038,0.005208333333333333,7.322875616054259e-08,5.570496013189102e-09,True,True
deepmath:084650313755c156d8cd3909b4fa11c67cc1c41d522fbd65d028908a37857c45,10,1.5807987213134764,0.0,1.5807693481445313,0.0,1.5793618169923622,0.0,0.0,1.5451849197033972e-05,0.0,True,False
deepmath:08479bb529378b9fe545822caa46dedbeabc0aeaae504f9b719febf1deee67a7,5,2.451222483317057,0.19981079101562502,2.451024627685547,0.19344635009765626,2.4504439444732022,0.00994892563747733,0.015625,0.000720262403184009,4.218933313959481e-12,True,True
deepmath:0849b3c4d210623f76f91b9fbf47800645e77e094d2d725bc1fe134d971979d9,5,1.0359781901041665,0.15637664794921877,1.0359535217285156,0.0,1.0355873716577655,0.008901242913117441,0.010416666666666666,1.1883633517880895e-05,1.1082277191963315e-08,True,False
deepmath:084ebf4ecc08e47a58cf3c465c1ed88166c39e0bcf2cb1473aa88ff37c4fedda,8,2.1582395235697427,0.23155784606933594,2.1581931114196777,0.2213273048400879,2.1556580265512615,0.007890017794761053,0.012369791666666666,0.00011121392103887538,1.3555070113145587e-09,True,True
deepmath:085135d64540c58dba1cbf86a10cd561b18a086bc323831b0b737e39f4bad298,5,4.014222462972005,1.0556828816731771,4.0141349792480465,1.0382720947265625,4.008889239913581,0.012111380631306533,0.038411458333333336,0.000492314963108748,8.852523223576476e-10,True,True
deepmath:0855724495f75290100654954e4c185f7caf0db160fe44f60739da2685a9b903,12,0.9131418863932291,0.0,0.9130280812581381,0.0,0.9035482905391762,0.0,0.0,6.257721007831266e-07,0.0,True,False
deepmath:085649a7c20ab2e490213a3b957ab3e495610f948595dc413e9c70fc362a88ea,5,1.169304656982422,0.19088541666666667,1.16839599609375,0.18206787109375,1.1549972527987007,0.0071174267816947615,0.015625,0.00012587852889949327,6.071702739748259e-11,True,True
deepmath:0857e6cc9b0219d6d9baade6863d2ff2c6c77863c7dcfb4c74d28d99ff80eaf1,5,0.7418301900227865,0.0,0.7413253784179688,0.0,0.7436805616192045,0.0,0.0,3.1179807826295126e-07,0.0,True,False
deepmath:08594f6f136ab41b500d2d0487c03b6c8c2051f9b36b6f1777fe4373bc4f62e2,13,2.916545183230669,0.3409784268110226,2.9163938669057994,0.31475287217360276,2.9047276059291978,0.0049241599033130615,0.016927083333333332,4.308259164394512e-05,1.8524640360456842e-09,True,True
deepmath:085e9d1285d52c957e75fb6683ba8e16d1762d9756fb6a2228e20798d6110825,6,5.454375372992621,0.6017469829983182,5.451913197835286,0.5822324752807617,5.3951913025746,0.009495806901002072,0.015625,0.0006528237362697021,1.1284228267230525e-10,True,True
deepmath:08618ee4123ba402d3e337aea0b57e07e06d71b3f9ab241bae3de0169d768f0f,5,0.509258778889974,0.13147354125976562,0.5089210510253906,0.129302978515625,0.5035601571919188,0.008748739117294258,0.015625,2.4874719481584005e-06,3.8002956115992156e-11,True,True
deepmath:0861a054004f25e0081cead026a51afa215aa62812cbbc50cf1c7932ff8f6539,8,1.773144245147705,0.4438643455505371,1.7730951309204102,0.4391450881958008,1.7718704143413175,0.008620479947225496,0.03125,1.8897312531350496e-05,2.818704630943778e-11,True,True
deepmath:0867c0c44ae3771c34edb8c1be1f74402fdf3f6bae80d9906beeae3810ad0493,8,3.4148306846618652,0.0,3.413870334625244,0.0,3.402910192793037,0.0,0.0,0.00017485124704655355,0.0,True,False
deepmath:086b09e7f638e7bc4db8c7c4a39c4bab97f2522c5109d5255b5ab12ae6ce79b5,5,2.361789449055989,0.3690205891927083,2.361553955078125,0.3626880645751953,2.360945402406506,0.010312435664839635,0.015625,0.0003534028765563484,2.6041227474658297e-11,True,True
deepmath:086c6fd81fcf5d885a7b8709b8023c60c343d2850fbb47e0214075899b60eea4,6,5.585926585727267,0.5191742579142252,5.571031888326009,0.5126180648803711,5.046009884518333,0.004908316782868465,0.015625,0.00031835244040107313,5.159838948115066e-12,True,True
deepmath:086dcc70a43328bc2ddd4b67bc93acbfe50eeb1a7461946bee125e9794eb7d03,5,0.6685638427734375,0.0,0.66827392578125,0.0,0.6652182719883164,0.0,0.0,3.4849016774556977e-07,0.0,True,False
deepmath:086e195bbd80c459b26b26d60d2fb2ad4bdcc71a1ef9da632f3a433ea7a214e8,7,1.8182511102585568,0.3852777026948475,1.8182367597307478,0.3383854457310268,1.8182539541371951,0.007266928630435761,0.022786458333333332,0.0002259574664764351,2.118556163840449e-09,True,True
deepmath:086e6d8d1791e27c58b5ff09a95ea2878f0bcee52bd002e8fc568871bd691842,5,0.29496434529622395,0.005200703938802083,0.29474029541015623,0.0,0.29002477942038674,7.748500297220132e-05,0.0006510416666666666,5.71563066450022e-08,1.5009814214005117e-09,True,False
deepmath:08734438af036b473dc6062be802baee50e30f24d6f47f849646099b2c6ab704,5,3.42952397664388,0.5008219401041667,3.4291175842285155,0.4544216156005859,3.4266101449869217,0.005953222320458823,0.020182291666666668,4.536785865852367e-05,1.1050170493030959e-09,True,True
deepmath:0876419afcfbeb8cbbe8914083e8e0f1a7e7263650fbf665bfc8b34e2fc21802,5,0.4459635416666667,0.12301610310872396,0.44591445922851564,0.10060195922851563,0.44542063225037376,0.008084934050576828,0.012369791666666666,1.321962896992076e-07,2.5626345695961954e-09,True,True
deepmath:08764ae5ccc4e3080f5a95dd60cbed37fed31e3a28f2b1a69bd58e5b0bd749b7,5,1.8198458353678386,0.28270797729492186,1.8185859680175782,0.27460708618164065,1.809658622800355,0.0061284694044954095,0.015625,0.0004893775246209075,3.786102617272546e-12,True,True
deepmath:087721df75377c75f951bf5dc993eb3a81f9ded267596bbc1c8c941405a67690,5,4.534769694010417,0.0,4.534657287597656,0.0,4.530342801442997,0.0,0.0,0.0011030973162688526,0.0,True,False
deepmath:087fb5f13e908a3e43205a4fda782b6807582a7624bb50f1b5bcf79c958d5894,8,2.91688601175944,0.0,2.916797637939453,0.0,2.914750761061779,0.0,0.0,0.0001263412760145785,0.0,True,False
deepmath:08805a82c2f61c4d4ca212f701e14b85cb4fe905b82fd6ecb1ad3685bf2b7521,5,1.134215799967448,0.27788238525390624,1.1341293334960938,0.26324005126953126,1.1343864060112916,0.010363619069911019,0.014973958333333334,1.9205784007470456e-05,1.2163685170384788e-09,True,True
deepmath:088d750eb5316951ff37b22575df06388a336424c9aa10dc6bf59cfcb9271731,8,1.372808297475179,0.48789819081624347,1.3727726936340332,0.47492456436157227,1.372068520706877,0.011917910540014986,0.052734375,0.00011051488888088721,1.2935879716051772e-11,True,True
deepmath:089129029a6c831a7d80dcbfcc85f1667a2e1c88587865a2d656723b723dae8b,5,0.4669771830240885,0.13029581705729165,0.46224822998046877,0.12609176635742186,0.49854742553795933,0.007193048577405128,0.015625,3.329703073678663e-06,7.258534800811782e-11,True,True
deepmath:0891c85c466680103b1e36af8e0d45f8dcf01ee7383117ee0dc87d5f4f49eda1,5,3.4836433410644534,0.4799447377522787,3.471949005126953,0.46546096801757814,3.410724639894749,0.011726512884100279,0.030598958333333332,0.00019423574302985903,1.4805845300717598e-09,True,True
deepmath:08943375a2ea09b3fd624b68065dc81509266aba5c94f754bc69377c166c2e9b,5,0.48908106486002606,0.14551315307617188,0.4890327453613281,0.14331512451171874,0.4882799571508178,0.010915245404575183,0.015625,9.626904692847409e-07,4.8182026042507004e-11,True,True
deepmath:089477763c1db8ea137a9155cb3070bcc06d7b17be37fad26975baf1a9beffd2,5,2.4735806783040366,0.34344914754231776,2.4733558654785157,0.29066925048828124,2.4593097051005994,0.010767863939239739,0.026041666666666668,4.010231575814941e-05,3.99582467319374e-09,True,True
deepmath:089c1a4c37f47bd59088d658dd14da9ecb321842413eb805b366a4ec319cfb68,5,0.6490653991699219,0.0,0.6489997863769531,0.0,0.6455411264610741,0.0,0.0,1.5252897876495145e-06,0.0,True,False
deepmath:089cc0b06ec8aa8fd4c635fafc3335afb54dc5a938786e2e46073bc054ccf25e,5,2.3135274251302085,0.4990898132324219,2.312718963623047,0.4955863952636719,2.2799635574074055,0.011904224880440588,0.046223958333333336,0.00012134544047333023,9.859337653231613e-10,True,True
deepmath:089cd0c7a5b8ca52ddea2d1525bb502c43222b67c2531cf32168db8d33a33dc2,5,4.914908091227214,0.4494916280110677,4.914897918701172,0.43620147705078127,4.909895960554727,0.005927807325647763,0.015625,0.0001369629274769248,1.3877576744510734e-11,True,True
deepmath:089fb83b73ff19251a869870f504b62c66511759ee1a4706db258de8bbc283f6,11,2.3347490484064277,0.7328798698656488,2.334631833163175,0.7170264504172585,2.3311001878703066,0.008167958793736382,0.034505208333333336,7.196373843394622e-05,3.8064508183869215e-10,True,True
deepmath:089fc71ee29f7e4d1b21259adeacbeb5c487abe3587d3cf9115c14b66789c913,10,1.1079102834065757,0.13316383361816406,1.1078788757324218,0.129461669921875,1.103840371759478,0.012829345251505704,0.015625,9.587760443858612e-06,8.559449718448012e-11,True,True
deepmath:08a07ab914b5fd89ff2eb36bf916a7e1157c4565cba531a11a198dfdc9fd8f77,5,0.9505589803059896,0.36636250813802085,0.9489669799804688,0.36432571411132814,0.9388710340518703,0.010867615293184965,0.08984375,0.00011553689801200201,1.4789527902208962e-10,True,True
deepmath:08a5306650258c0e923f8e393cf28fdbe1a8429638bf4d535aa2330e5c6533e9,11,0.6082783323345763,0.12892728863340433,0.6073660417036577,0.12574351917613635,0.5955390208233059,0.010208538639251113,0.015625,3.1078790626067825e-05,9.308853183537558e-12,True,True
deepmath:08aaa955ea8ed217600706b0e25ecd985253b3bd3a0dd293d1459e13156c7dcd,5,3.2521169026692704,0.3730913798014323,3.252086639404297,0.3664203643798828,3.2524406656233915,0.011969496684716023,0.015625,8.260208740536999e-06,7.76898261227055e-11,True,True
deepmath:08aada25eeb138f2dd0ab5a4ab6996f921131ffc845730d04598b354f4d35eee,5,0.21961415608723958,0.07556304931640624,0.21701889038085936,0.07448272705078125,0.24006127167196886,0.011653909525678803,0.015625,1.171922746113515e-07,1.0077531223446986e-11,True,True
deepmath:08afcc2c6a1ee87265abcac8d3da501b39f4af1475df447fe5fd4cac78f23e1b,5,0.5174448649088542,0.15728912353515626,0.5174163818359375,0.15428237915039061,0.5170058931013389,0.008973045671446364,0.015625,3.3423809390607535e-07,3.1117815982690617e-11,True,True
deepmath:08b1dad88642ab1ecf16748903bec8e0e38e2f7c3020e17fc75f9adc559f63ef,5,3.8824811299641926,0.0,3.8818214416503904,0.0,3.8722120920622167,0.0,0.0,0.00021552444470029664,0.0,True,False
deepmath:08b3f94db9b2656808bad6f32f91af3ce562dafdbb8e828ee4dccce537069b8b,5,3.0653683980305986,0.0,3.0637413024902345,0.0,3.0092388151429965,0.0,0.0,0.00012925354354699264,0.0,True,False
deepmath:08b656d1dbeb86495b170d4ebbb84bbf623ee3c35b1496c8f0a8e428da3faae5,5,2.7857386271158853,0.9300676981608073,2.7849937438964845,0.8961097717285156,2.756490707396733,0.011397346397886093,0.09309895833333333,8.402813162120757e-05,4.3080644477864974e-10,True,True
deepmath:08b6a7805655e05156421be59f6eda8e0aab6de49e2db2afd78435ae4a7a34e9,5,1.3255452473958333,0.2622258504231771,1.3255294799804687,0.24021224975585936,1.3254569982626452,0.005651205471326363,0.011067708333333334,4.0062050394935915e-06,1.12594785612869e-09,True,True
deepmath:08b84451b99307c1465c82f7d16c09eeb3d0ce7d984b301b624d7fd166a63a1b,5,0.42702814737955724,0.13196665445963543,0.42694244384765623,0.1159515380859375,0.42698864739988335,0.009809154280640034,0.013671875,3.434275324830282e-08,2.7016492152619242e-09,True,True
deepmath:08b98b2cfb5afec1ece7d334ebffa0686771b962bce2e3ca83670f228736d011,5,0.009378814697265625,0.009519449869791667,0.009334564208984375,0.00948944091796875,0.010553473638813671,0.01028303700067023,0.654296875,2.1907310646039167e-11,8.634982626018746e-10,True,True
deepmath:08ba492105849dfcbe56722504e977ffb5e546f6a09fea513e16a13986097209,11,3.765600724653764,0.4581757747765744,3.765377391468395,0.4409587166526101,3.757712797525032,0.0094417225796502,0.014322916666666666,5.405355836674561e-05,1.1508361621885937e-09,True,True
deepmath:08baa90de272a4d031310cf106b51f08c83b1b4a2712b6a50805e1f368637d7e,5,0.032865651448567706,0.02879613240559896,0.032587432861328126,0.028662109375,0.02884682038702048,0.019045415462478472,0.328125,4.283655633725601e-08,1.2697331466053387e-10,True,True
deepmath:08bbfcc86847f11b35102d1723a658c88d69b5e1369cd5567465f5455881f875,5,0.5630401611328125,0.16114959716796876,0.5629791259765625,0.1584930419921875,0.5641367555011655,0.007431161968279681,0.015625,3.652416670535485e-07,1.348629331553535e-11,True,True
deepmath:08bc2e1d181dcbbd26959468de268b1087694dbe5aeb25430e6799d3a2d818e3,5,1.940052541097005,0.16752980550130206,1.9393295288085937,0.16449813842773436,1.92346127822504,0.006203792091747036,0.015625,4.230431707739764e-05,5.703452135422499e-11,True,True
deepmath:08bce9106226bdac011a4eaa91d8d229932f03bb6a7294494455762889577364,9,0.4360251250090423,0.16434351603190103,0.4356909857855903,0.1590296427408854,0.42543226998559486,0.01185396984070762,0.07421875,7.030392751598817e-06,3.483190374081699e-10,True,True
deepmath:08bf4dee991903468297296c4c965b685597da785433becb11a46d7154fe211d,8,0.7625969250996908,0.049750328063964844,0.7625269889831543,0.030762195587158203,0.7614999036221718,0.0006595584735056265,0.0032552083333333335,1.0873706425931251e-05,1.3611977865601087e-09,True,True
deepmath:08bf8701b7cf2cdaa5e677b397b08bac4b3068bcda63a63abe2962b19636b54d,10,2.0581006368001304,0.0,2.053717041015625,0.0,1.926774358120727,0.0,0.0,0.00011577915109786673,0.0,True,False
deepmath:08c0ce612ebd6b63285c391263cec8f261423d51e8c54156d37eca24d0c73169,4,0.7640918095906576,0.20832220713297525,0.7640523910522461,0.20324230194091797,0.7616632357027674,0.008238909153383192,0.034505208333333336,0.00021407868712449845,7.555391562240733e-10,True,True
deepmath:08c19a4fe741ad2cff9c2f52979a225515754778479cea43fcf89b2313626b0d,5,1.6593104044596354,0.6455823262532552,1.658538818359375,0.6240142822265625,1.6286815642795458,0.012592959317935455,0.12565104166666666,6.874787167440547e-06,4.532641625642444e-09,True,True
deepmath:08c2ccb81c531d284ef84ed88af5fbf458d7d38bfd709603a51e67226f28f324,5,0.8266576131184896,0.0,0.8266357421875,0.0,0.8264659012732558,0.0,0.0,9.935931130282934e-08,0.0,True,False
deepmath:08c394fb2cf4f4d31dceb7811ac8e814be999da3f2b1daef280b7b9d7f274b4f,5,5.383968607584635,0.9572870890299479,5.383853149414063,0.9263652801513672,5.36178581515948,0.011445683497004212,0.030598958333333332,0.0006435303210044159,6.131927569792906e-10,True,True
deepmath:08c6faeedc90012d422ea79424f73b64b9a3dfa355be93815e7f99ebb10d4c5e,5,0.5630683898925781,0.16175562540690103,0.56304931640625,0.15820388793945311,0.5628871523904801,0.0074718175393802015,0.015625,5.524640751263675e-07,2.1315101362917852e-11,True,True
deepmath:08ccf4eb2f95c168e2682fc7e17ae48b69adaa2c1ec5b177be4395a79c60d0bb,9,1.2756921273690682,0.0,1.1924718221028645,0.0,0.8805711102898689,0.0,0.0,1.429236437583542e-05,0.0,True,False
deepmath:08cd86cadaf51f54b778d30ae7495165736357c72591a208a9903cd3ad99c5e0,5,2.1142903645833333,0.3896339416503906,2.113934326171875,0.3840217590332031,2.112168105469476,0.011120686074835191,0.015625,7.951400506415494e-05,4.7884857774081207e-11,True,True
deepmath:08cea4f46180f03df4ec9cd6165617c4678a2f85050434e5030527b8cdfec14a,5,0.9584602355957031,0.010189310709635416,0.9581642150878906,0.0,0.9507350300076675,7.68007261982155e-05,0.0006510416666666666,8.538556029795744e-06,1.4745878861433162e-09,True,False
deepmath:08d040143be8120a7c5f0d63d488385033dce33e327507bf09e5ad2122c426eb,5,1.4833877563476563,0.15602238972981772,1.48321533203125,0.13068923950195313,1.4809054374800346,0.002803150162417381,0.007161458333333333,5.570698667052429e-05,1.2555940854373332e-09,True,True
deepmath:08d74d66f2bc19dca34ae26b3c509f53c504bda75038cefb3c04c198f7eb3ff9,5,3.8218454996744793,0.839898427327474,3.8209327697753905,0.8094100952148438,3.8015667595324434,0.009062247935399767,0.029296875,0.0022395658323512307,9.522645006415199e-10,True,True
deepmath:08dc824768fcb4140f8bd210df59522d54f3cd103f0fa104e68fe695f708f3ca,8,3.444176991780599,0.6062018076578776,3.4441146850585938,0.5978908538818359,3.437505880077563,0.005713036784698262,0.0234375,0.00016433758901692206,2.0594845194016657e-12,True,True
deepmath:08e98682e5c8b21880381f612c7b48ec39b1754c3262a0f8a867b3ed7401384b,5,2.3661880493164062,0.42215805053710936,2.366169738769531,0.41964263916015626,2.366089232012328,0.005473980530197472,0.015625,1.5437844310651e-05,3.934654434956479e-12,True,True
deepmath:08ea90e03578df95c9dfc6fdcd612d39ff500e70b183bbf295122f2e793cb376,5,0.06688385009765625,0.03216985066731771,0.0664276123046875,0.03168792724609375,0.06472281256023127,0.0092573204139539,0.015625,2.128242014547911e-09,3.5312193200769897e-11,True,True
deepmath:08eae4e4be83980c91b20667d1b775d6226fd11cec87791c824660adf3fe9643,5,1.1804662068684897,0.29839909871419273,1.1803756713867188,0.293658447265625,1.1795937990103191,0.011096656994233912,0.015625,5.3261446672900775e-06,7.202960110639305e-11,True,True
deepmath:08eee075a22f1fc8a5ee629296e3bd9a5962053da14b91f0d06e3028ba4dfef1,5,1.8526049296061198,0.3161997477213542,1.8525566101074218,0.30379409790039064,1.8482639164511065,0.005457673925933414,0.015625,0.0006419055976047247,6.288370098810507e-12,True,True
deepmath:08f1e4eb5f4ffcb9468f749e1ad3d981f933ee057f861b4dbdf4e954f517334e,5,2.571977233886719,0.3651456197102865,2.571971893310547,0.36232147216796873,2.5713368713838407,0.0059559709832171515,0.015625,0.00016782399918687305,5.196695560793565e-12,True,True
deepmath:08f33d6bd0a946d8e7492873091edcd50ad488a51e23a9a272357af84aaa0010,5,0.538690185546875,0.1387260437011719,0.5355339050292969,0.13628005981445312,0.5188107168464771,0.007822480885305239,0.015625,1.3343755601639027e-06,4.3547847292386276e-11,True,True
deepmath:08f91d2912e7330dfccddcdfc65ca79d79a8566be791884f62b3629a82048f46,5,2.9821629842122395,0.26313145955403644,2.9820648193359376,0.2017120361328125,2.9788871566454573,0.003674095996636121,0.0078125,4.30884323472098e-05,2.820736332767659e-09,True,True
deepmath:08fb855cc946457511fd9d3b97b0d063583c1d06c2abb7600543fcfd809ee8ef,5,0.016263326009114582,0.01630096435546875,0.0162384033203125,0.016292572021484375,0.01644101166058845,0.01634504078198221,0.4140625,8.795620775901078e-10,4.1703802429910215e-09,True,True
deepmath:08fce08dc65017e358e6269b513a87d7617cd27990c2fec4d920a1085de01576,10,2.0684207916259765,0.2522351582845052,2.068053436279297,0.0,2.0569684177152676,0.009462317289823356,0.010416666666666666,1.2907135656390936e-05,1.165811402889163e-08,True,False
