method,episode,query_id,problem_sha256,response_tokens,optimizer_step,episode_seconds,style_error_sum,style_token_count,style_error_per_token,task_error_sum,task_token_count,task_error_per_token,other_error_sum,other_token_count,other_error_per_token,psr,alpha,achieved_kl,mean_teacher_student_kl,partition_version,error_definition
privileged,11,deepmath:0019d522f65921ae7716a06a3640a9dd001b2cc37cb81d918f42a17df2e56d08,0019d522f65921ae7716a06a3640a9dd001b2cc37cb81d918f42a17df2e56d08,4096,True,123.4035315120127,8.819377899169922,107,0.08242409251560674,5.901096343994141,721,0.00818459964492946,147.36970329284668,3268,0.04509476844946349,10.070632174008693,N/A,N/A,0.010956093194181449,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,12,deepmath:001ad0c6d02140cf28c798e3f7ae71bbd9e725fa3d997a64f91ffda63abfae6f,001ad0c6d02140cf28c798e3f7ae71bbd9e725fa3d997a64f91ffda63abfae6f,4096,True,123.15944779699203,10.082685470581055,94,0.10726261138916016,13.91408920288086,927,0.01500980496535152,178.30751419067383,3075,0.057986183476641896,7.146169562946625,N/A,N/A,0.013840521642123349,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,13,deepmath:001c5b850b4838e15526cabbcaefcfface733f398c58069d733ab43514528437,001c5b850b4838e15526cabbcaefcfface733f398c58069d733ab43514528437,3578,True,108.06011038698489,9.807666778564453,92,0.1066050736800484,12.995929718017578,490,0.02652230554697465,183.4273910522461,2996,0.061224095811831136,4.019449722846913,N/A,N/A,0.017428048184092583,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,14,deepmath:002077dd6c1ff0e84014b2317f2afa082d05bd30adb11e1c285ac97102b453b2,002077dd6c1ff0e84014b2317f2afa082d05bd30adb11e1c285ac97102b453b2,4096,True,122.86322258698056,10.988998413085938,123,0.0893414505128938,3.2554283142089844,415,0.007844405576407192,185.63397789001465,3558,0.05217368687184223,11.389193182667256,N/A,N/A,0.011579891288420185,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,15,deepmath:0021b0ab1a3d40bbda1f867883fcc2b471e8004bb1ceef94ae4d945a04331051,0021b0ab1a3d40bbda1f867883fcc2b471e8004bb1ceef94ae4d945a04331051,4096,True,121.61917709599948,11.786561965942383,66,0.17858427221124823,8.92837142944336,962,0.009281051381957754,203.47111892700195,3068,0.06632044293578943,19.24181483990206,N/A,N/A,0.015588858870614786,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,16,deepmath:002231f1b4a81d1c3cd79b293ba11d6b0932a0a289f012ae4c37e53cceb8085e,002231f1b4a81d1c3cd79b293ba11d6b0932a0a289f012ae4c37e53cceb8085e,4096,True,120.66816627199296,9.22874641418457,104,0.08873794629023625,2.5395126342773438,161,0.015773370399238158,188.76114463806152,3831,0.049272029401738845,5.625807550586793,N/A,N/A,0.013205699913669378,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,17,deepmath:0023b171598bb9951d85c97138dffaa339dd71e418de52289f17b1c2accb2bf7,0023b171598bb9951d85c97138dffaa339dd71e418de52289f17b1c2accb2bf7,4096,True,119.81611213897122,4.481227874755859,55,0.08147687045010653,4.442344665527344,1334,0.0033300934524192983,93.3453369140625,2707,0.03448294677283432,24.46684203138922,N/A,N/A,0.0054265706348815,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,18,deepmath:0024f2386f12d2ffd829ce0edb4b52255c884198a0ab4512921b16a489ef0e33,0024f2386f12d2ffd829ce0edb4b52255c884198a0ab4512921b16a489ef0e33,4096,True,120.06061126897112,6.751976013183594,75,0.09002634684244791,20.21564483642578,977,0.02069155049787695,177.24553871154785,3044,0.05822783794728904,4.350874858396186,N/A,N/A,0.0159893930904218,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,19,deepmath:0024f4e3c836265ce9de50bc1570408221a74b8c963e77c81a3a6638cd12eb9a,0024f4e3c836265ce9de50bc1570408221a74b8c963e77c81a3a6638cd12eb9a,2969,True,86.20434202405158,11.445549011230469,75,0.15260732014973957,5.957807540893555,355,0.01678255645322128,190.71901512145996,2539,0.0751157995752107,9.09321059488811,N/A,N/A,0.0344271956268245,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,20,deepmath:00256fe2b7cb245266e332d3cea7caae53d541c5529ab9c8a7bdc11a67e7cbbc,00256fe2b7cb245266e332d3cea7caae53d541c5529ab9c8a7bdc11a67e7cbbc,4096,True,118.2487498850096,8.11561393737793,72,0.11271686024136013,8.515247344970703,1232,0.006911726741047649,148.94321060180664,2792,0.05334642213531757,16.308060845628138,N/A,N/A,0.010824788572790567,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,21,deepmath:0025b8fa07fb4804df8b60a33ac0e754a500755c86cd42f4523c68c5448a39bd,0025b8fa07fb4804df8b60a33ac0e754a500755c86cd42f4523c68c5448a39bd,4096,True,117.13789224799257,6.233356475830078,75,0.08311141967773437,10.78179931640625,838,0.012866108969458532,147.55501747131348,3183,0.046357215668021826,6.4597167546943375,N/A,N/A,0.010875587759073824,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,22,deepmath:00305fc24c2fc85f439eef8ee27e2438a61faa8c730626b33cc2cd77e98ce7e3,00305fc24c2fc85f439eef8ee27e2438a61faa8c730626b33cc2cd77e98ce7e3,4096,True,116.4266017859918,9.106496810913086,79,0.1152721115305454,14.267110824584961,1294,0.011025587963357775,137.28701972961426,2723,0.05041756141374009,10.454962756964843,N/A,N/A,0.011577029090517499,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,23,deepmath:003067ef78fc841f6ac3c3129143429ceb0f761eb3f4a1c23939abdc0e7ac9b4,003067ef78fc841f6ac3c3129143429ceb0f761eb3f4a1c23939abdc0e7ac9b4,3607,True,102.94037294603186,8.914909362792969,53,0.1682058370338296,5.864282608032227,1186,0.00494458904555837,121.67057418823242,2368,0.05138115464030085,34.018163184850664,N/A,N/A,0.014734650891631043,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,24,deepmath:0030a39029723cf4d2824fd7ff62334d027102bd1ba42320b18e529b88b130f9,0030a39029723cf4d2824fd7ff62334d027102bd1ba42320b18e529b88b130f9,4096,True,116.76162220799597,4.076438903808594,46,0.08861823703931726,13.963573455810547,1442,0.009683476737732696,82.58609962463379,2608,0.03166644924257431,9.151489639460472,N/A,N/A,0.006428292475902708,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,25,deepmath:0032318139255abd2fb48e206ecc904b66dc536f2614324133a848ca0b62703a,0032318139255abd2fb48e206ecc904b66dc536f2614324133a848ca0b62703a,4096,True,117.77866445702966,8.980899810791016,91,0.09869120671198918,6.339744567871094,450,0.014088321261935764,168.08351135253906,3555,0.04728087520465234,7.005178606952693,N/A,N/A,0.01586126933398191,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,26,deepmath:003412a3995cee9376a190a014939f06674cd6a6d7b35c1a7522a50b973e57ac,003412a3995cee9376a190a014939f06674cd6a6d7b35c1a7522a50b973e57ac,4096,True,116.88330313295592,10.68556022644043,71,0.15050084825972437,11.99893569946289,1188,0.010100114225137114,164.0314064025879,2837,0.057818613465839934,14.900905564529024,N/A,N/A,0.016762709215981886,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,27,deepmath:003830d329c5036826b544eb05a5af80dbd2a359aac850da0dcacfeb6716cafe,003830d329c5036826b544eb05a5af80dbd2a359aac850da0dcacfeb6716cafe,4096,True,116.69216823804891,6.1042327880859375,58,0.1052453928980334,19.430648803710938,1638,0.011862422957088484,88.1585922241211,2400,0.03673274676005046,8.872166612061594,N/A,N/A,0.008514823603036348,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,28,deepmath:0038b4ece49376da9b176b48022b326becfa6d8b990467ff138402e37539558d,0038b4ece49376da9b176b48022b326becfa6d8b990467ff138402e37539558d,4096,True,116.54209483903833,7.445796966552734,75,0.09927729288736979,6.337520599365234,1258,0.005037774721276021,80.71671676635742,2763,0.02921343350211995,19.70657649062636,N/A,N/A,0.005771825273768627,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,29,deepmath:003dcaad84f5c21a1487c54b23209c79a90072273df7a29e35dd63845b52107f,003dcaad84f5c21a1487c54b23209c79a90072273df7a29e35dd63845b52107f,4096,True,116.66184312599944,12.612071990966797,93,0.13561367732222362,8.262771606445312,752,0.010987728200060255,172.11283683776855,3251,0.05294150625585006,12.342285398129883,N/A,N/A,0.015490713303734083,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,30,deepmath:003dd754a0b261d696d349dddb4a34ef7d50972c4201891c23ff46d4ef00bede,003dd754a0b261d696d349dddb4a34ef7d50972c4201891c23ff46d4ef00bede,4096,True,116.4275863369694,10.788837432861328,61,0.1768661874239562,15.659282684326172,846,0.01850979040700493,138.96708488464355,3189,0.043577009998320336,9.555277695474183,N/A,N/A,0.012158499674114864,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,31,deepmath:003e4e800a59d605dcd72b1719d992d346b01b6e895f6a92a7b12f39b58aaaa1,003e4e800a59d605dcd72b1719d992d346b01b6e895f6a92a7b12f39b58aaaa1,4096,True,117.89638239500346,12.924785614013672,87,0.1485607541840652,15.88718032836914,1173,0.013544058250954083,134.59962844848633,2836,0.047461081963500115,10.96870313398129,N/A,N/A,0.011096451664343476,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,32,deepmath:003f11a5f8ee77c15cb77c3af9f2a4a07b00c80d0646b49748e70794c6d00e00,003f11a5f8ee77c15cb77c3af9f2a4a07b00c80d0646b49748e70794c6d00e00,1534,True,44.04472575802356,6.124874114990234,31,0.1975765843545237,4.588064193725586,70,0.0655437741960798,128.27200317382812,1433,0.08951291219387866,3.0144218391125364,N/A,N/A,0.05362120441694148,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,33,deepmath:0042ff3872891ac71b4a7bf6a9e70c583bb12a3253c423f3b438d1ce982fd773,0042ff3872891ac71b4a7bf6a9e70c583bb12a3253c423f3b438d1ce982fd773,4096,True,116.65829205600312,7.712089538574219,75,0.10282786051432291,1.8622112274169922,250,0.007448844909667969,167.19393730163574,3771,0.044336764068320274,13.80453771844022,N/A,N/A,0.018642094230017392,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,34,deepmath:00465b0dba3ed87e4b7c8e6a307870f90d33588ebf9e5928f0b570bdaf1e2a96,00465b0dba3ed87e4b7c8e6a307870f90d33588ebf9e5928f0b570bdaf1e2a96,4096,True,115.7070984430029,5.137016296386719,64,0.08026587963104248,9.576164245605469,1276,0.00750483091348391,85.22266387939453,2756,0.03092259211879337,10.695228254487251,N/A,N/A,0.007216088408313226,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,35,deepmath:00483c5e025c9dff3522155103e5ac71456db89cf7720691de75cdaeff69e3cc,00483c5e025c9dff3522155103e5ac71456db89cf7720691de75cdaeff69e3cc,4096,True,117.16753809299553,13.302082061767578,81,0.16422323533046393,4.608001708984375,369,0.012487809509442751,144.0968780517578,3646,0.03952190840695497,13.150683889459179,N/A,N/A,0.01355491709546186,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,36,deepmath:004cad66393fc699153db15fa50b9068d07fb36707ae0e10a5acc9827a78cd55,004cad66393fc699153db15fa50b9068d07fb36707ae0e10a5acc9827a78cd55,4096,True,116.21505395096028,5.195270538330078,28,0.18554537636893137,23.041015625,2006,0.011486049663509471,120.99483871459961,2062,0.05867838928933056,16.153976502330345,N/A,N/A,0.013239993262686767,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,37,deepmath:004fbec5f3d0f4836287dc846f18743dc62e33181d7743963994345dfc05d580,004fbec5f3d0f4836287dc846f18743dc62e33181d7743963994345dfc05d580,4096,True,119.06902498001,5.8521575927734375,54,0.10837328875506366,21.05238151550293,1550,0.013582181622905115,113.9102783203125,2492,0.04571038455871288,7.979078160190551,N/A,N/A,0.011449849465861917,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,38,deepmath:005a74061981d1174955f0d339217a910c724ac259267990b75a859417309ba5,005a74061981d1174955f0d339217a910c724ac259267990b75a859417309ba5,4096,True,117.99322045198642,12.731132507324219,69,0.18450916677281476,5.981723785400391,450,0.013292719523111979,170.87637901306152,3577,0.04777086357647792,13.88046790967113,N/A,N/A,0.01594831742113456,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,39,deepmath:005a8826414aec0cdf8fdb68a2c9759982ac52715514f8930b08d67176e76b8a,005a8826414aec0cdf8fdb68a2c9759982ac52715514f8930b08d67176e76b8a,4096,True,116.25962071900722,13.188751220703125,65,0.20290386493389423,21.351478576660156,1368,0.015607805977090758,143.73189735412598,2663,0.05397367531135035,13.000152951139826,N/A,N/A,0.014921358771971427,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,40,deepmath:005ef7c198b0f12d759d3c44022c5b9b6835885d9adedf3299a5a841dfa37606,005ef7c198b0f12d759d3c44022c5b9b6835885d9adedf3299a5a841dfa37606,4096,True,117.17807032400742,8.878246307373047,53,0.16751408127118955,9.151924133300781,626,0.014619687113899011,162.24861907958984,3417,0.04748276824102717,11.458116713861342,N/A,N/A,0.013418132803053595,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,41,deepmath:005fcaa3cd5ce509ada79200159f2963f75cce3f4b342e909dcce691603f6363,005fcaa3cd5ce509ada79200159f2963f75cce3f4b342e909dcce691603f6363,4096,True,118.14176179503556,10.008460998535156,75,0.13344614664713542,12.449432373046875,1134,0.010978335425967262,115.14920616149902,2887,0.039885419522514384,12.155408034946058,N/A,N/A,0.009784470435988624,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,42,deepmath:005ff290fdf393d59a5b8d4290edb9fc45fd31cbc060c53fe670a49e1a707207,005ff290fdf393d59a5b8d4290edb9fc45fd31cbc060c53fe670a49e1a707207,4096,True,117.83210616797442,8.57302474975586,73,0.11743869520213505,12.119659423828125,962,0.012598398569467905,131.61593437194824,3061,0.04299769172556297,9.321716133568481,N/A,N/A,0.00892898443271406,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,43,deepmath:006019d0d8727759a668b590d4d18310ef26f000198fc45615c8344f1836bc4c,006019d0d8727759a668b590d4d18310ef26f000198fc45615c8344f1836bc4c,4096,True,117.24256600101944,10.516921997070312,84,0.12520145234607516,10.496551513671875,1061,0.00989307399969074,113.01434516906738,2951,0.038296965492737166,12.655465060707014,N/A,N/A,0.009535998979117721,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,44,deepmath:0062d8df17cfc213a76d55cf9f0fcc49bf35eb2f8d4e3ef22a079fc8050263b5,0062d8df17cfc213a76d55cf9f0fcc49bf35eb2f8d4e3ef22a079fc8050263b5,3240,True,92.8084659060114,6.789684295654297,61,0.11130629992875897,13.854181289672852,847,0.01635676657576488,89.17751884460449,2332,0.038240788526845836,6.804908501517454,N/A,N/A,0.012134301058235175,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,45,deepmath:006a6296970c739aec0280d9a66a4cea45836909b1d98923d278f9d94eb62692,006a6296970c739aec0280d9a66a4cea45836909b1d98923d278f9d94eb62692,4096,True,118.13710478501162,11.819656372070312,88,0.13431427695534445,11.982246398925781,478,0.02506746108561879,173.1240692138672,3530,0.04904364566965076,5.358112514729328,N/A,N/A,0.017902167897773325,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,46,deepmath:006aa68dbaf5b654ad3071979c89dfa8a1b353843094321f7bbcd771349e6303,006aa68dbaf5b654ad3071979c89dfa8a1b353843094321f7bbcd771349e6303,4096,True,118.32993665098911,7.080757141113281,68,0.10412878148696002,6.380165100097656,238,0.026807416386964943,213.56982040405273,3790,0.05635087609605613,3.884327381044913,N/A,N/A,0.016369495788239874,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,47,deepmath:006c20fbdd524d08de9e89f371a1028b99a786d0f46aa240fbc25f4ffb877deb,006c20fbdd524d08de9e89f371a1028b99a786d0f46aa240fbc25f4ffb877deb,2864,True,86.00428423902486,12.3248291015625,59,0.2088954085010593,3.5542736053466797,204,0.017422909830130784,190.61600303649902,2601,0.07328566052921916,11.989696929946819,N/A,N/A,0.0287516576981994,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,48,deepmath:006dc7e74a6c3850528e77c89f42357031e793700d0f5f4758cdbb3cc38bfce7,006dc7e74a6c3850528e77c89f42357031e793700d0f5f4758cdbb3cc38bfce7,4096,True,122.44921175204217,3.319866180419922,38,0.08736489948473479,7.523704528808594,1160,0.006485952180007408,108.59207153320312,2898,0.03747138424196105,13.469864880291949,N/A,N/A,0.008604331807873677,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,49,deepmath:006ee740e3abf3acfb855487b476f329ba01c7f442dcea89e1b62c1a84b2f82b,006ee740e3abf3acfb855487b476f329ba01c7f442dcea89e1b62c1a84b2f82b,4096,True,117.22797078895383,13.894302368164062,63,0.2205444820343502,17.376598358154297,885,0.019634574415993557,132.51189994812012,3148,0.042093996171575644,11.232455431002531,N/A,N/A,0.011181198759004474,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,50,deepmath:0072530d36b2fe8963e61adb9abcf872fe99ac784e35ebdb7d493a9c9ddc8c73,0072530d36b2fe8963e61adb9abcf872fe99ac784e35ebdb7d493a9c9ddc8c73,4096,True,117.29344981000759,15.554586410522461,92,0.1690715914187224,11.117481231689453,545,0.02039904813154028,210.44066619873047,3459,0.06083858519766709,8.28820983844388,N/A,N/A,0.0158346735406667,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,51,deepmath:0072a410ec2ad19dff87ce7c3854f83df91a11de998171c990d6ca603379c276,0072a410ec2ad19dff87ce7c3854f83df91a11de998171c990d6ca603379c276,4096,True,122.21620766201522,8.746187210083008,88,0.09938849102367055,8.078258514404297,649,0.012447239621578269,131.90995025634766,3359,0.03927060144577185,7.984781690180752,N/A,N/A,0.009103229436732363,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,52,deepmath:00757aaaa1947c28b2354d393d3d6b3997eedb797aaa9adb240d92236e4e5cbd,00757aaaa1947c28b2354d393d3d6b3997eedb797aaa9adb240d92236e4e5cbd,4096,True,121.8534512949991,9.412544250488281,60,0.15687573750813802,14.298656463623047,1465,0.009760175060493547,135.3574275970459,2571,0.05264777425011509,16.073045466482156,N/A,N/A,0.011202477238839492,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,53,deepmath:007584128ece78d87b2918b9c9a40bf6440654fd04dbc074f4cee50f83651029,007584128ece78d87b2918b9c9a40bf6440654fd04dbc074f4cee50f83651029,1796,True,54.539573594985995,2.095550537109375,18,0.11641947428385417,4.107631683349609,220,0.018671053106134587,86.50724029541016,1558,0.05552454447715671,6.235292333114474,N/A,N/A,0.03588681323872516,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,54,deepmath:00765d46d60d516368b3882f1790d110b557b285c44e4de4bc77151a88178d01,00765d46d60d516368b3882f1790d110b557b285c44e4de4bc77151a88178d01,4096,True,122.36672402103432,9.317264556884766,63,0.1478930882045201,6.453655242919922,863,0.007478163665028878,171.45012664794922,3170,0.05408521345361174,19.77665839223766,N/A,N/A,0.010883902345085517,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,55,deepmath:0076d82cd80345e2fef2aa0e8075b95dc5aa7fc14bfd5309ea5a9e82b0c997de,0076d82cd80345e2fef2aa0e8075b95dc5aa7fc14bfd5309ea5a9e82b0c997de,4096,True,122.33641761401668,11.665519714355469,57,0.20465824060272753,16.771240234375,1126,0.014894529515430728,142.13582801818848,2913,0.04879362444839975,13.740497166473212,N/A,N/A,0.013522757639293559,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,56,deepmath:0078489488852fcf62ea236485cfb162411bdbaa4dfa7917c982e26b6f956d74,0078489488852fcf62ea236485cfb162411bdbaa4dfa7917c982e26b6f956d74,3059,True,91.11213445203612,3.489948272705078,30,0.11633160909016928,23.859228134155273,1388,0.017189645629794865,74.35343360900879,1641,0.04530983157160804,6.767539691948701,N/A,N/A,0.013173886944106608,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,57,deepmath:00792ef532c63549590ae6ba78dbff2fd1b98206fb3b7db8a0481c3e4dc68005,00792ef532c63549590ae6ba78dbff2fd1b98206fb3b7db8a0481c3e4dc68005,2618,True,78.68082128604874,8.727521896362305,56,0.155848605292184,4.355192184448242,145,0.030035808168608565,117.64900016784668,2417,0.04867563101689974,5.1887601764305655,N/A,N/A,0.015483215086964635,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,58,deepmath:007bd5213ed53954fc9cea10022b7c2eeedd93a590a6b87867dd71396df24547,007bd5213ed53954fc9cea10022b7c2eeedd93a590a6b87867dd71396df24547,4096,True,122.49927191797178,5.518098831176758,40,0.13795247077941894,11.782196044921875,870,0.013542754074622845,186.8526153564453,3186,0.058648027418846616,10.186441400270411,N/A,N/A,0.014597930858144537,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
privileged,59,deepmath:007ebc494c1ba6694022a6ae814c36264169fc2670594568135ed0ecbceb69e6,007ebc494c1ba6694022a6ae814c36264169fc2670594568135ed0ecbceb69e6,3638,True,110.87942139594816,5.401790618896484,68,0.079438097336713,4.382902145385742,574,0.0076357180233201085,146.66432189941406,2996,0.048953378471099485,10.403487542900686,N/A,N/A,0.012401726848480137,rlcsd-style-task-v1,abs_teacher_minus_student_realized_token_logprob_pre_update
